Gender,10percentage,12graduation,12percentage,CollegeID,CollegeTier,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
0,85.0,2011,70.0,16605,2,73.0,16605,0,2015,370,370,285,0.356536487724475,105,-1,346,-1,-1,-1,-1,-1.1644,-1.7856,-0.7585,0.9066,-2.5853
1,82.0,2009,83.0,5483,2,81.0,5483,1,2013,605,495,520,-1.0,-1,-1,-1,-1,-1,-1,-1,-2.8879,-2.4516,0.01,-0.2344,-1.0524
1,91.0,2008,91.0,650,2,79.0,650,0,2012,415,495,464,0.840840968763718,-1,-1,-1,473,-1,-1,-1,-0.4173,0.5008,-0.0537,0.29733,-0.5245
1,67.3,2010,63.7,4501,2,75.22,4501,0,2014,415,510,415,0.0165646360498735,345,-1,-1,-1,-1,-1,166,1.1336,0.3789,0.1637,0.653,0.6721
0,55.0,2008,62.2,51,2,77.0,51,0,2014,430,445,295,0.953899775079926,425,-1,530,-1,-1,-1,-1,0.4155,-0.6201,-1.0659,0.0192,-2.0105
1,77.8,2007,79.6,13,1,70.12,13,1,2011,535,445,465,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.0355,0.3448,0.8171,0.6498,-0.4455
1,91.4,2010,73.0,119,1,71.0,119,0,2014,555,560,825,0.23780283983757,525,-1,315,-1,-1,-1,-1,-0.0154,0.2578,-0.5349,-1.1218,-1.359
1,73.0,2009,59.0,6545,2,59.0,6545,0,2014,420,385,400,0.356536487724475,355,-1,346,-1,-1,-1,-1,-2.457,-0.7866,-2.1418,-1.2486,-1.6273
1,89.0,2006,59.0,424,2,65.6,424,0,2010,305,365,485,0.229481754911755,345,266,-1,-1,-1,-1,-1,0.8192,0.3448,-0.0537,-0.4078,0.8183
1,73.6,2010,82.8,12022,2,74.8,12022,0,2014,430,495,535,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5591,0.5454,0.01,0.1459,-1.4356
0,88.0,2010,67.68,15157,2,75.0,15157,1,2014,605,590,430,0.338786347219528,-1,292,-1,-1,-1,516,-1,1.2772,-0.2871,-0.9122,1.1601,0.4805
1,76.0,2008,64.0,12497,2,68.0,12497,0,2013,490,470,390,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.8463,0.3789,0.4711,0.0192,1.4386
1,91.5,2009,88.5,11788,2,67.3,11788,0,2013,430,495,720,0.338786347219528,365,292,-1,-1,-1,-1,-1,-1.1644,-1.6191,-0.7585,-0.6147,-2.3937
1,56.0,2007,75.0,14519,2,70.65,14519,0,2014,435,305,345,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.880999999999999,1.5928,0.0914,0.8848,0.9763
1,68.3,2008,81.3,2688,2,76.0,2688,0,2013,385,435,570,0.943272157866555,-1,452,-1,-1,-1,-1,-1,0.1282,-0.1206,-0.9122,0.0192,0.0973
1,85.4,2007,85.0,5807,2,70.06,5807,0,2012,695,610,780,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7335,0.3789,1.2396,-0.1076,0.8637
1,84.2,2006,87.4,3076,2,77.0,3076,0,2010,305,435,295,0.229481754911755,445,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.8171,-0.6428,-0.1295
1,78.2,2005,72.6,11194,2,77.0,11194,0,2010,575,455,545,0.635978756456794,445,333,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,0.0914,0.1798,-0.1295
1,88.0,2010,90.0,3505,2,73.14,3505,0,2014,500,495,665,0.991230625262871,535,-1,592,-1,-1,-1,-1,-0.159,0.2124,0.4711,1.0333,1.4386
1,66.0,2009,65.0,1871,2,57.0,1871,0,2013,250,425,415,0.538386892985096,345,333,-1,-1,-1,286,-1,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673
1,73.0,2009,62.12,979,2,53.0,979,1,2014,500,460,510,0.622642915849938,-1,-1,407,-1,-1,-1,-1,-2.1698,-0.1206,-0.2974,-0.1076,0.0973
1,88.0,2008,89.66,867,2,76.4,867,0,2012,510,640,635,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.3941,1.2808,0.2366,-2.1998,-0.4455
1,79.0,2006,69.6,4948,2,72.0,4948,1,2011,475,515,545,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,-1.5051,-1.4653,-1.5513
1,80.33,2010,66.2,3245,2,67.6,3245,0,2014,395,520,500,0.23780283983757,495,-1,315,-1,-1,-1,-1,0.4155,0.7119,0.7785,0.0192,0.2889
1,50.0,2009,56.0,1428,2,62.15,1428,1,2013,405,330,210,0.376059586651545,305,300,253,-1,-1,286,-1,-0.159,-0.1206,0.3174,0.0192,0.2889
0,90.83,2008,95.1,3838,2,84.01,3838,0,2012,525,455,605,0.962217010630124,-1,-1,-1,366,-1,-1,500,-0.7651,-0.4353,-1.6502,1.3255,-0.4455
0,85.0,2007,92.3,2392,2,67.56,2392,0,2011,525,575,525,0.694479327708463,375,366,-1,-1,-1,-1,-1,0.2009,0.3448,-0.4891,0.2973,0.1864
1,86.09,2008,71.08,8823,2,82.19,8823,0,2012,455,495,435,0.124502074009537,-1,233,-1,-1,-1,286,-1,-0.7264,0.1888,0.3817,1.1199,0.4234
0,86.4,2008,83.2,1139,2,74.25,1139,0,2012,615,605,680,0.943272157866555,-1,452,407,-1,-1,-1,-1,-1.0208,-0.2871,-0.2974,1.4136,0.8637
1,84.0,2010,77.4,7627,2,72.3,7627,0,2014,425,445,505,0.881620069530177,-1,420,-1,-1,-1,-1,-1,1.2828,0.1888,-1.3599,2.0599,-0.2875
1,85.3,2010,88.3,434,2,85.0,434,1,2014,370,375,325,0.356536487724475,315,-1,346,-1,-1,-1,-1,1.8517,1.5444,0.3174,0.3995,0.6721
1,82.0,2008,81.2,6920,1,71.67,6920,1,2013,580,640,870,0.622642915849938,625,-1,407,-1,-1,-1,-1,-0.5899,1.0449,0.3174,-1.2486,0.8637
1,84.83,2009,78.43,1887,1,70.66,1887,0,2014,570,540,655,0.952245572924303,585,-1,-1,-1,-1,-1,-1,0.7027,1.0449,1.547,-1.6289,-0.6692
1,86.0,2008,84.0,5284,2,81.0,5284,0,2012,415,475,535,0.229481754911755,-1,266,-1,-1,-1,-1,-1,1.1283,1.5928,1.3977,1.0024,-1.1169
1,87.8,2007,85.4,2513,2,69.3,2513,0,2011,555,615,715,0.694479327708463,-1,366,-1,-1,-1,340,-1,0.6646,0.9688,0.9623,-1.1128,0.5024
0,83.66,2010,89.4,11849,2,74.77,11849,0,2014,535,540,485,0.493596387301038,365,324,-1,-1,-1,-1,-1,0.5591,1.0449,0.01,0.3995,1.0554
0,74.6,2008,74.6,172,2,66.0,172,0,2012,455,345,515,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.0464,0.6568,0.0914,1.82493,-0.2875
1,86.0,2010,62.6,10119,2,65.12,10119,0,2014,500,450,400,0.493596387301038,-1,324,-1,-1,-1,-1,-1,0.4155,0.2124,1.2396,-1.2486,-0.0943
1,74.0,2008,79.8,275,2,93.3,275,1,2013,500,560,720,0.758379883023504,-1,-1,-1,-1,473,-1,-1,-0.3027,0.0459,-1.6807,0.0192,-0.6692
0,70.0,2010,70.0,14004,2,65.0,14004,0,2014,475,455,415,0.679644640924472,-1,-1,-1,-1,-1,-1,388,-0.0154,1.2114,1.3933,-0.8682,1.6302
0,72.8,2009,65.6,3002,2,70.0,3002,0,2013,545,470,380,0.112139438207403,355,228,-1,-1,-1,-1,-1,1.2772,0.7119,0.7785,-1.1218,0.6721
0,91.8,2008,89.6,6609,2,84.3,6609,1,2012,725,595,605,0.538386892985096,475,333,-1,-1,-1,-1,-1,-1.2287,1.2808,-1.9405,1.76613,0.1864
1,62.0,2005,62.0,3725,2,63.0,3725,0,2011,475,395,415,0.190153405601018,315,-1,-1,-1,-1,-1,-1,0.0464,1.1248,0.0914,-0.8778,-0.1295
1,71.6,2006,71.0,1358,2,60.38,1358,1,2010,465,395,595,0.824666400671332,415,400,-1,-1,-1,-1,-1,-2.1175,-1.3713,-2.6662,1.4724,0.0284
1,82.25,2010,76.83,7814,2,82.5,7814,0,2014,545,460,510,0.115022725743068,-1,292,-1,-1,292,-1,-1,0.99,0.2124,0.3174,0.1459,-0.0943
0,82.4,2009,69.16,347,2,84.0,347,0,2014,615,470,470,0.744758354008939,365,-1,438,-1,-1,-1,-1,0.5591,1.3779,1.2396,-0.995,0.2889
0,82.0,2007,73.0,6874,2,63.0,6874,0,2011,485,355,555,-1.0,-1,-1,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.344,-0.1727,-0.4455
0,82.0,2009,83.0,12860,2,76.3,12860,1,2013,275,390,340,0.229481754911755,214,266,-1,-1,-1,286,-1,0.99,1.2114,0.4711,-0.2344,0.2889
1,88.66,2010,94.1,12941,2,84.78,12941,0,2014,545,625,750,-1.0,475,-1,438,-1,-1,-1,-1,0.8463,0.2124,-0.9122,-2.3895,-1.4356
1,84.5,2009,74.0,7010,2,79.8,7010,1,2013,535,590,605,0.338786347219528,365,292,-1,-1,-1,-1,-1,0.5591,-0.1206,0.6248,0.9066,-0.6692
1,82.0,2008,76.0,33,2,67.0,33,0,2012,710,655,500,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.4208,0.3789,-0.2974,-0.6147,0.4805
1,71.6,2008,72.8,387,2,65.1,387,0,2014,510,410,250,0.622642915849938,395,-1,407,-1,-1,-1,-1,1.2772,1.3779,1.0859,0.3995,0.0973
0,66.5,2005,49.5,889,2,89.7,889,0,2011,505,505,485,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.0355,0.0328,-2.2308,1.0024,0.3444
1,61.57,2008,54.33,4417,2,79.6,4417,0,2014,325,470,465,0.23780283983757,405,-1,315,-1,-1,-1,-1,0.1282,0.2124,0.4711,0.0192,1.247
1,86.0,2009,85.8,7542,2,72.14,7542,1,2013,465,450,650,0.0587928000083534,475,200,407,-1,-1,-1,-1,-0.0154,0.7119,0.7785,-0.2344,-1.244
1,67.0,2008,82.6,4415,2,67.96,4415,1,2012,395,435,405,0.824666400671332,215,400,-1,-1,-1,-1,-1,0.51,0.5008,-1.3599,-0.8778,0.3049
1,90.0,2007,96.3,499,2,72.0,499,1,2011,735,695,655,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2009,0.0328,-1.2148,-1.4653,-1.2354
1,85.4,2006,80.2,158,1,88.1,158,0,2011,415,565,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.6646,0.6568,0.2366,-0.7603,0.0284
1,78.2,2008,67.0,1866,2,64.27,1866,1,2012,515,555,505,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.6924,0.3448,0.3817,0.0035299999999999,-0.9194
1,73.6,2009,72.0,14029,2,85.8,14029,0,2014,500,565,475,0.622642915849938,665,-1,407,-1,-1,-1,-1,-0.0154,1.0449,1.7007,-0.4879,0.4805
1,86.14,2010,76.0,6196,2,62.9,6196,0,2014,755,610,650,0.783303536670298,-1,388,-1,-1,-1,-1,-1,-1.7389,0.0459,-0.7585,1.5404,0.4805
1,86.4,2009,82.8,11630,2,71.74,11630,0,2013,605,585,750,0.654107474545933,-1,-1,-1,420,-1,-1,-1,0.7027,0.3789,0.3174,-0.8682,-1.6273
1,87.33,2006,85.4,1028,2,64.0,1028,1,2010,405,485,445,0.694479327708463,305,366,-1,-1,-1,-1,-1,-0.880999999999999,-2.7754,1.1074,-0.1727,-0.1295
1,74.88,2010,82.55,3572,2,80.0,3572,0,2014,500,480,500,0.356536487724475,465,-1,346,-1,-1,-1,-1,0.1282,0.0459,1.2396,1.0333,0.6721
1,89.33,2005,80.4,8460,1,66.49,8460,1,2010,635,685,735,0.649389714846691,665,356,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-1.7556,0.2889
0,88.3,2010,83.5,6196,2,69.76,6196,0,2014,535,595,515,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.3612,0.4805
0,91.0,2008,88.0,1436,2,84.4,1436,0,2012,535,425,595,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.51,0.5008,0.3817,-1.1128,-0.5245
0,81.0,2010,70.0,6545,2,68.0,6545,0,2014,525,505,465,0.486747008438193,315,-1,376,-1,-1,-1,-1,0.8463,0.0459,0.6248,-0.995,1.0554
0,73.2,2010,86.5,1114,2,83.7,1114,0,2014,405,545,515,0.444617716881577,-1,196,-1,-1,393,-1,-1,-0.5899,-0.4536,-1.527,-1.1218,-0.6692
1,64.0,2004,70.0,6953,2,66.7,6953,0,2010,465,195,555,0.960603251997053,235,466,-1,-1,-1,-1,-1,-2.272,-2.7754,-1.6502,0.4148,-2.3412
0,74.5,2006,79.5,1202,2,70.1,1202,1,2010,465,315,325,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.2009,-2.3073,0.3817,-0.6428,-0.1295
1,68.14,2010,65.8,13801,2,75.6,13801,0,2014,560,460,405,0.881620069530177,285,420,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.9322,-0.4879,-1.244
1,81.0,2006,71.0,1736,2,68.0,1736,0,2011,575,544,524,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.0464,0.3448,-1.0697,-0.1727,0.0284
1,67.72,2008,67.25,4959,2,80.06,4959,0,2012,370,415,180,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.3174,1.2869,1.0554
1,85.33,2010,89.0,8818,2,77.07,8818,1,2013,560,520,535,0.649389714846691,335,356,-1,-1,-1,-1,-1,0.2718,1.0449,0.4711,0.2727,1.0554
1,87.58,2002,82.71,519,2,77.36,519,1,2010,475,575,535,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.0537,0.0623,-0.6035
1,88.6,2006,82.6,8440,1,84.9,8440,0,2010,485,585,565,0.694479327708463,454,366,-1,-1,-1,-1,-1,1.1283,0.3448,0.2366,-0.1727,1.2923
0,89.0,2008,97.6,5015,2,80.0,5015,0,2012,505,495,525,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.1623,0.8128,0.2366,-0.0846,-0.7615
1,87.4,2008,76.0,8646,2,79.0,8646,0,2012,505,405,425,0.229481754911755,305,266,-1,-1,-1,366,-1,-1.4992,-1.0203,0.2729,-1.7004,-1.8673
1,68.0,2003,62.8,3579,2,70.1,3579,0,2010,435,425,494,0.377551419424541,375,-1,-1,-1,-1,-1,-1,1.4374,-0.5913,1.1074,-0.0552,0.8183
1,56.0,2008,75.0,539,2,71.0,539,0,2014,325,385,285,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.3753,1.247
1,88.2,2010,83.58,482,2,74.48,482,0,2014,395,395,330,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.5591,-1.9521,-0.1437,0.7798,-1.244
1,88.5,2006,88.16,940,2,80.0,940,1,2010,495,465,345,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.2009,1.4368,0.672,-0.4078,-0.6035
1,87.52,2010,74.5,314,2,72.78,314,1,2014,580,475,270,0.744758354008939,475,-1,438,-1,-1,-1,-1,1.4208,0.5454,0.6248,-2.136,0.4805
1,63.5,2009,66.0,10932,2,63.0,10932,0,2013,455,475,375,0.273500330399518,-1,-1,-1,332,-1,-1,-1,0.51,0.5008,0.8171,1.2374,0.1864
1,62.5,2008,63.83,10932,2,62.58,10932,0,2012,505,505,405,0.276047228046856,345,-1,-1,-1,-1,-1,-1,0.3941,-0.5913,-0.7794,-0.43717,-2.0253
1,84.0,2008,90.3,8818,2,81.0,8818,1,2012,405,465,565,0.490636955889964,415,-1,-1,383,-1,-1,-1,0.9737,-0.3183,-0.9245,0.884829999999999,-0.6035
0,82.2,2010,76.0,4319,2,76.62,4319,0,2014,450,450,365,0.356536487724475,395,-1,346,-1,-1,-1,-1,1.8517,1.3779,0.01,-0.995,1.0554
0,76.0,2009,77.0,1622,2,76.13,1622,0,2013,500,545,605,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.1282,0.3789,-0.2974,-0.1076,-1.0524
0,81.03,2008,70.0,8160,2,72.0,8160,0,2012,510,535,620,0.622642915849938,555,-1,407,-1,-1,-1,-1,-0.7335,0.5454,0.3174,-1.6289,0.0973
1,88.4,2009,74.6,65,2,78.52,65,0,2014,630,580,535,0.486747008438193,485,-1,376,-1,-1,-1,-1,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776
1,88.76,2009,85.2,2817,1,78.16,2817,0,2013,615,555,765,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.1282,-0.2871,0.4711,-1.3753,-0.6692
0,87.5,2010,93.6,1428,2,70.22,1428,1,2014,380,460,555,0.486747008438193,365,-1,376,-1,-1,-1,-1,0.4155,0.5454,0.9322,-0.8682,-0.0943
1,70.0,2010,75.0,462,2,68.0,462,1,2014,440,585,560,0.911395278391328,535,-1,500,-1,-1,-1,-1,0.2718,0.3789,1.0859,-1.3753,0.4805
1,69.4,2008,61.2,6434,2,78.8,6434,0,2012,395,565,655,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.3447,-0.7473,-0.9245,0.41483,-0.8799
1,77.0,2007,67.0,431,2,68.3,431,0,2011,335,465,305,0.413838255788123,385,266,-1,260,-1,-1,260,0.6646,1.2808,1.9782,2.6475,1.2923
1,54.4,2005,59.0,4948,2,56.0,4948,1,2010,485,395,475,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.0464,0.6568,0.2366,-0.0552,0.5024
1,63.33,2009,72.15,7783,2,66.0,7783,1,2013,440,505,440,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.4463,0.5454,-0.7585,0.2727,-0.4776
1,70.33,2006,72.0,350,2,67.46,350,0,2011,305,395,404,0.0587928000083534,315,200,-1,-1,-1,286,-1,0.8192,-1.0593,0.3817,1.3549,1.4502
1,92.8,2010,91.83,539,2,70.9,539,0,2014,595,480,645,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.3027,0.7119,0.01,-0.3612,0.0973
1,76.0,2009,86.0,64,2,65.78,64,0,2013,415,340,500,0.824666400671332,325,400,315,-1,-1,-1,-1,0.7027,0.5454,0.9322,0.0192,-1.244
0,78.0,2006,70.1,166,2,68.2,166,0,2011,415,595,495,0.694479327708463,-1,366,-1,-1,-1,-1,-1,0.8192,-0.0842,-0.598,-0.6428,-0.6035
1,62.0,2008,60.2,11548,2,68.3,11548,0,2013,500,580,380,0.486747008438193,485,-1,376,-1,-1,-1,-1,0.7027,-0.2871,1.0859,-1.3753,0.2889
1,85.0,2008,81.1,8811,2,70.1,8811,1,2012,645,554,655,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.4173,1.2808,-0.1988,1.8543,0.6603
1,77.8,2005,74.2,449,2,72.7,449,1,2012,405,510,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.5404,1.6302
1,73.4,2009,68.0,7376,2,76.83,7376,0,2014,475,525,515,0.459015840492937,-1,-1,-1,376,-1,-1,-1,-0.5899,-0.6201,0.7785,-0.6147,0.0973
0,90.01,2010,82.83,1170,2,76.0,1170,1,2014,465,370,450,0.842248322257836,445,-1,469,-1,-1,-1,-1,1.7081,0.7119,0.3174,-0.995,0.2889
1,65.0,2009,75.6,6904,2,62.0,6904,1,2013,350,480,465,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-2.7443,-2.4516,-2.4491,-0.6147,-3.735
0,82.0,2008,74.4,34,1,72.34,34,0,2012,570,570,620,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.0154,1.2114,0.3174,-0.8682,-0.2859
0,50.6,2008,82.8,9164,2,69.16,9164,1,2012,385,355,345,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.1988,0.884829999999999,-0.1295
0,82.0,2009,78.0,350,2,62.0,350,0,2013,580,435,455,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.1082,-0.2012,-0.0537,-0.8778,0.1864
0,81.6,2008,72.0,11368,2,73.84,11368,0,2012,495,615,435,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.51,-0.4353,-0.6343,0.0035299999999999,0.5024
1,85.4,2006,68.6,47,1,73.75,47,1,2012,545,525,615,0.998680245681687,-1,566,-1,-1,-1,-1,-1,0.9737,-0.1232,-1.0697,-0.05527,-0.643
0,74.4,2008,69.7,198,2,70.8,198,0,2012,475,445,405,0.824666400671332,-1,400,-1,-1,-1,340,-1,0.51,0.1498,-0.8157,-0.407769999999999,0.5024
1,68.4,2008,69.4,8297,2,76.0,8297,1,2013,455,570,620,-1.0,465,-1,315,-1,-1,-1,-1,0.8463,-0.2871,-0.9122,-0.8682,-0.0943
1,86.8,2009,63.6,2285,2,85.2,2285,0,2014,570,495,740,0.996744486852253,635,-1,623,-1,-1,-1,-1,0.2718,0.7119,-1.2196,1.1601,0.2889
1,66.16,2008,58.4,7627,2,65.9,7627,0,2013,575,505,565,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.9011,0.2668,0.3817,-0.9953,0.3444
0,71.0,2007,70.0,58,2,74.0,58,0,2011,495,635,375,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.6924,1.1248,-1.2148,1.0611,-0.1295
1,78.93,2009,70.8,13210,2,65.0,13210,0,2013,385,375,575,0.824666400671332,395,400,-1,-1,-1,366,-1,-0.5719,0.5008,-0.6343,0.4148,-0.168999999999999
1,84.0,2009,84.0,9199,2,66.0,9199,0,2013,475,375,390,0.486747008438193,385,-1,376,-1,-1,-1,-1,1.2772,1.7109,1.7007,-2.136,0.4805
1,89.6,2009,95.2,1764,2,79.37,1764,0,2013,405,510,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,-1.527,-0.6147,-2.0105
1,80.0,2007,81.0,252,2,77.8,252,1,2012,435,565,635,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-0.3014,0.8128,-0.9245,-1.05407,0.5024
1,85.73,2008,70.0,11548,2,56.5,11548,0,2014,510,375,585,0.622642915849938,395,-1,407,-1,-1,-1,-1,0.99,1.7109,1.0859,0.1459,0.8637
1,85.5,2008,92.5,3026,2,68.17,3026,1,2012,675,670,680,0.99405087195167,675,-1,-1,-1,-1,-1,-1,0.9737,0.8518,-0.7068,-0.9953,-0.6035
1,94.6,2009,91.2,402,1,80.0,402,0,2014,555,495,870,-1.0,755,-1,-1,-1,-1,-1,-1,1.5644,0.8784,2.008,-2.643,1.4386
0,74.0,2007,84.4,14523,2,74.49,14523,0,2011,545,525,615,0.444617716881577,435,356,-1,-1,393,-1,-1,-0.1082,-0.5913,-0.9245,0.2973,-0.6035
1,64.48,2008,52.34,10342,2,63.0,10342,1,2012,455,365,495,0.124502074009537,-1,233,-1,-1,-1,286,-1,1.1283,-0.1232,0.0914,0.2973,-0.5245
1,88.2,2010,78.2,16063,2,82.1,16063,0,2014,630,555,520,-1.0,425,292,-1,-1,-1,-1,-1,0.99,1.5444,-0.4511,-1.3753,-0.8608
1,75.8,2008,61.6,7031,2,65.0,7031,0,2012,395,500,605,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.8192,0.9688,1.2525,0.0623,-0.0506
0,88.0,2006,91.0,1014,2,64.95,1014,0,2010,505,685,464,0.124502074009537,435,233,-1,-1,-1,-1,-1,0.2009,0.6568,-0.9245,-1.2303,0.1864
0,81.2,2006,76.3,388,2,99.0,388,1,2012,405,385,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.1626,1.1199,-0.9194
0,72.0,2009,77.86,14663,2,71.0,14663,0,2013,515,440,505,0.493596387301038,345,324,-1,-1,-1,-1,-1,0.4155,-0.9531,-1.3733,0.0192,-0.2859
0,78.0,2008,71.0,7035,2,85.0,7035,0,2014,455,470,440,0.622642915849938,455,-1,407,-1,-1,-1,-1,-1.7389,-3.6171,-1.9408,-0.3612,-5.686
1,52.0,2007,65.0,7134,2,67.68,7134,0,2012,425,365,275,0.0745462652358558,255,-1,-1,-1,-1,-1,-1,-0.1855,-0.2793,-1.0697,0.7086,-1.0774
1,77.4,2005,73.4,3200,1,70.8,3200,1,2012,465,445,425,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183
1,62.0,2006,75.0,144,2,70.0,144,0,2011,445,445,615,0.535862819499896,-1,-1,-1,393,-1,-1,-1,-0.5719,0.8128,-0.6343,-0.8778,-0.1295
1,62.0,2005,62.0,3579,2,74.0,3579,0,2010,525,615,605,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.0914,0.1798,-0.4455
1,80.58,2006,80.22,285,1,86.1,285,0,2011,495,375,545,0.945134855960355,-1,-1,-1,526,-1,-1,-1,-0.4173,0.0328,1.3977,-2.2879,1.1343
1,88.0,2005,72.6,6921,2,58.86,6921,0,2013,695,475,605,0.879915203272648,-1,-1,-1,-1,-1,-1,-1,0.4155,0.5454,1.3933,-0.995,0.6721
0,88.8,2008,76.8,11,1,75.0,11,1,2012,615,670,765,0.910770164246022,-1,433,-1,-1,-1,-1,-1,-0.5719,0.8128,-0.9245,0.0623,0.0679
1,76.5,2010,81.8,47,1,76.4,47,1,2014,380,645,620,0.991230625262871,675,-1,592,-1,-1,-1,-1,0.5591,1.0449,0.1637,-1.7556,0.6721
0,76.0,2006,77.0,1000,2,68.0,1000,0,2010,465,325,295,0.276047228046856,345,-1,-1,-1,-1,-1,-1,1.59199999999999,0.9688,1.2525,-0.4078,0.8183
1,60.0,2009,55.0,15157,2,52.0,15157,1,2014,360,470,440,0.0531603052826837,-1,196,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524
1,75.0,2008,67.0,7542,2,68.0,7542,1,2013,440,410,370,0.622642915849938,425,-1,407,-1,-1,-1,-1,-0.3027,-0.2871,-1.0659,1.794,-0.8608
0,86.7,2008,89.0,3174,2,72.0,3174,0,2012,675,475,565,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.2628,0.6178,-0.3803,1.70743,0.3444
1,86.13,2008,82.5,8099,2,67.38,8099,0,2012,625,545,535,0.842248322257836,575,-1,469,-1,-1,-1,-1,-3.1994,-1.8393,-1.9405,1.3549,-1.2354
0,87.6,2009,80.0,285,1,76.0,285,0,2013,870,535,680,0.994342113298401,485,-1,-1,-1,-1,526,-1,-1.7389,0.0459,-0.6048,1.9207,0.6721
1,60.46,2009,55.5,13149,2,59.07,13149,0,2013,510,505,375,0.0800552813405495,395,-1,253,-1,-1,-1,-1,-0.7335,-1.6191,0.3174,0.3995,-0.6692
1,50.5,2009,55.0,4971,2,64.5,4971,0,2013,475,435,440,0.622642915849938,295,-1,407,-1,-1,-1,-1,0.7027,0.0459,0.3174,0.2727,0.2889
0,85.76,2010,83.83,316,2,78.15,316,1,2014,520,630,560,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-1.5953,-1.4859,-1.7086,-0.4879,-1.9234
0,62.13,2005,43.12,2570,2,68.0,2570,0,2011,375,355,465,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.7264,-1.0593,0.5269,-0.0552,-0.2875
1,71.28,2009,68.66,7255,2,72.0,7255,0,2014,450,375,355,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-0.6048,-0.7415,0.4805
1,68.66,2007,61.8,8159,2,65.72,8159,0,2013,430,350,450,0.486747008438193,455,-1,376,-1,-1,-1,-1,0.1282,1.0449,0.6248,1.794,1.247
